[[{'duration': 3.48, 'start': 0.04, 'text': '안녕하세요. 조코딩입니다. 바이브'},
  {'duration': 3.76, 'start': 3388.88, 'text': '만들었으면 아마 가입하면서 입력할 수'},
  {'duration': 4.439, 'start': 3390.68, 'text': '있을 겁니다. 웹사이트 네임 프로덕트'},
  {'duration': 4.159, 'start': 3392.64, 'text': '빌더. 네. 이렇게 하고 아 비즈니스'},
  {'duration': 3.72, 'start': 3395.119, 'text': '랭귀지 코리안. 네. 이렇게 해서'},
  {'duration': 3.401, 'start': 3396.799, 'text': '만들겠습니다, 그다음에 렇게 뜨면은'},
  {'duration': 2.921, 'start': 3398.839, 'text': "I don't see my 플랫폼"},
  {'duration': 3.0, 'start': 3400.2, 'text': '인스톨 매뉴얼리 요거 있죠?이 아래쪽'},
  {'duration': 3.52, 'start': 3401.76, 'text': '내려보시면 요거 있습니다.요 버튼'},
  {'duration': 4.52, 'start': 3403.2, 'text': '누르면 직접 설치하겠답니다. 매뉴얼'},
  {'duration': 4.079, 'start': 3405.28, 'text': '누른 다음에 네. 그래서요 코드를'},
  {'duration': 3.399, 'start': 3407.72, 'text': '복사해 가지고 쓰면 되거든요. 여기'},
  {'duration': 3.361, 'start': 3409.359, 'text': '코드 다 제공해 주니까. 근데 이거'},
  {'duration': 3.361, 'start': 3411.119, 'text': 'AI가 더 잘해요. 이거 복사해'},
  {'duration': 3.8, 'start': 3412.72, 'text': '가지고 파이어베이 스튜디오 가가지고'},
  {'duration': 5.4, 'start': 3414.48, 'text': '디스커스로'},
  {'duration': 5.519, 'start': 3416.52, 'text': '댓글 기능도 구현해서 페이지 밑에'},
  {'duration': 3.919, 'start': 3419.88, 'text': '붙여 줘 하고 그 아까 예시 코드'},
  {'duration': 4.201, 'start': 3422.039, 'text': '있잖아요. 예시 코드 붙여 놓으면은'},
  {'duration': 4.0, 'start': 3423.799, 'text': '이걸 보고 알아서 짭니다. 그래서 뭐'},
  {'duration': 3.079, 'start': 3426.24, 'text': '공식 문서 이런 거 있으면 읽을'},
  {'duration': 3.32, 'start': 3427.799, 'text': '필요도 없어요. 그냥 얘가 알아서 그'},
  {'duration': 3.201, 'start': 3429.319, 'text': '공식 문서 그대로 주면은 알아서'},
  {'duration': 2.96, 'start': 3431.119, 'text': '읽으면서 코딩해 주거든요. 네.'},
  {'duration': 4.039, 'start': 3432.52, 'text': 'AI가 알아서 다 해 주고 있는'},
  {'duration': 5.561, 'start': 3434.079, 'text': '중입니다. 그럼 다시 기 푸시'},
  {'duration': 4.881, 'start': 3436.559, 'text': '진행해. 디스커스 추가됐고요. 그러면'},
  {'duration': 3.56, 'start': 3439.64, 'text': '반영이 어 배포됐어요. 자, 댓글'},
  {'duration': 3.159, 'start': 3441.44, 'text': '기능 잘 추가되는지 볼까요? 트러블'},
  {'duration': 2.839, 'start': 3443.2, 'text': '슈팅 가이드가 네, 이런 오류가'},
  {'duration': 3.401, 'start': 3444.599, 'text': '있습니다. 가끔 이거 다시 한번'},
  {'duration': 5.401, 'start': 3446.039, 'text': '클로드한테 시켜 볼게요. 이거 잘'},
  {'duration': 4.88, 'start': 3448.0, 'text': '구현됐는지 확인하고 배포해. 아,'},
  {'duration': 2.8, 'start': 3451.44, 'text': '문제 찾았다고 합니다. 어,'},
  {'duration': 2.84, 'start': 3452.88, 'text': '됐습니다. 어, 돼. 돼요, 돼요.'},
  {'duration': 3.24, 'start': 3454.24, 'text': '어, 댓글 기능 들어갔어요.'},
  {'duration': 3.599, 'start': 3455.72, 'text': '안녕하세요. 어, 이렇게 댓글'},
  {'duration': 3.559, 'start': 3457.48, 'text': '달리죠. 어, 뉴 코멘트. 어,'},
  {'duration': 3.04, 'start': 3459.319, 'text': '이렇게 댓글 기능 바로 그냥 추가가'},
  {'duration': 2.961, 'start': 3461.039, 'text': '돼 버렸습니다. 다크모드 풀어서'},
  {'duration': 2.921, 'start': 3462.359, 'text': '보면은 물론 이것도 고쳐 달려면'},
  {'duration': 2.839, 'start': 3464.0, 'text': '그거에 따라 다 해 주겠죠. 네.'},
  {'duration': 3.88, 'start': 3465.28, 'text': '요렇게 잘 추가가 됐습니다. 댓글'},
  {'duration': 3.96, 'start': 3466.839, 'text': '기능을 만약에 직접 구현한다. 조금'},
  {'duration': 3.28, 'start': 3469.16, 'text': '걸립니다. 물론 이제 5주차까지'},
  {'duration': 3.401, 'start': 3470.799, 'text': '들으시면 그냥 AI 딸깍하면서 하실'},
  {'duration': 3.44, 'start': 3472.44, 'text': '수 있는데 5주차 듣기 전에는 그냥'},
  {'duration': 3.639, 'start': 3474.2, 'text': '이렇게 외부 서비스 연결하면 바로'},
  {'duration': 5.12, 'start': 3475.88, 'text': '구현할 수가 있다. 그다음에 다음'},
  {'duration': 5.28, 'start': 3477.839, 'text': '진도 나가 보자면 AI를 갖다 붙이는'},
  {'duration': 3.319, 'start': 3481.0, 'text': '그런 서비스도 있습니다. 이거 LM'},
  {'duration': 2.801, 'start': 3483.119, 'text': '이런 거 나오기도 전에 제가'},
  {'duration': 2.841, 'start': 3484.319, 'text': '2020년도에'},
  {'duration': 3.04, 'start': 3485.92, 'text': '아마 이걸 써 가지고 만들었을'},
  {'duration': 4.959, 'start': 3487.16, 'text': '겁니다. 그 정도로 꽤 오래된 구글의'},
  {'duration': 5.119, 'start': 3488.96, 'text': '서비스인데 AI 서비스를 쉽게 만들어'},
  {'duration': 3.521, 'start': 3492.119, 'text': '가지고 내 웹사이트에 붙일 수 있게'},
  {'duration': 3.121, 'start': 3494.079, 'text': '만드는 네. 그런 툴입니다. 네.'},
  {'duration': 3.84, 'start': 3495.64, 'text': '브라우저에서 돌아갈 수 있는 AI'},
  {'duration': 5.04, 'start': 3497.2, 'text': '기능을 간단하게 붙이는 어떤 교육용'},
  {'duration': 4.04, 'start': 3499.48, 'text': '서비스인데 이것도 어떤 외부 서비스를'},
  {'duration': 3.2, 'start': 3502.24, 'text': '붙일 수 있게 이게 만들어 놓은'},
  {'duration': 3.72, 'start': 3503.52, 'text': '쌌습니다. 교육용으로 제공하기 때문에'},
  {'duration': 3.72, 'start': 3505.44, 'text': '공짜로 그냥 다 제공하고 있어요.'},
  {'duration': 3.44, 'start': 3507.24, 'text': '시작하기 눌러 가지고 세 프로젝트'},
  {'duration': 3.84, 'start': 3509.16, 'text': '저는 이제 이미지 프로젝트를'},
  {'duration': 4.04, 'start': 3510.68, 'text': '했습니다. 그래서 요거 표준으로'},
  {'duration': 4.68, 'start': 3513.0, 'text': '생성을 해 보도록 하겠습니다. 이런'},
  {'duration': 4.72, 'start': 3514.72, 'text': '겁니다. AI 모델을 학습시키고 그걸'},
  {'duration': 3.76, 'start': 3517.68, 'text': '활용할 수 있게 되게 쉽게 제공해'},
  {'duration': 5.44, 'start': 3519.44, 'text': '주는 툴인데 진짜 간단하게이 그냥 뭔'},
  {'duration': 5.28, 'start': 3521.44, 'text': '느낌인지만 보여 드릴게요. 강아지'},
  {'duration': 3.84, 'start': 3524.88, 'text': '여기에는 고양이 한 장씩만 일단 해'},
  {'duration': 3.52, 'start': 3526.72, 'text': '보겠습니다. 너그 캣 안 정확한데'},
  {'duration': 4.48, 'start': 3528.72, 'text': '일단 이거 한 장만 해가지고 학습시켜'},
  {'duration': 6.0, 'start': 3530.24, 'text': '볼게요. 모델 학습 시키기 누르면은'},
  {'duration': 5.159, 'start': 3533.2, 'text': '이제 우리가 강아지는 얘고 고양이는'},
  {'duration': 3.76, 'start': 3536.24, 'text': '얘야라고 이렇게 알려줬잖아요. 그래서'},
  {'duration': 3.401, 'start': 3538.359, 'text': '이게지도 학습을 해 줍니다. 그래서'},
  {'duration': 3.4, 'start': 3540.0, 'text': '한 장이라 금방 학습이 끝났는데'},
  {'duration': 3.079, 'start': 3541.76, 'text': '실제로 다른 강아지 사진을 한번 넣어'},
  {'duration': 3.24, 'start': 3543.4, 'text': '볼게요. 학습시키지 않은 강아지'},
  {'duration': 3.121, 'start': 3544.839, 'text': '사진을. 강아지 싹 올리면은 이게 잘'},
  {'duration': 2.28, 'start': 3546.64, 'text': '안 되는게이 한 장밖에 없기'},
  {'duration': 2.52, 'start': 3547.96, 'text': '때문이에요. 이거 많이 하면 잘'},
  {'duration': 2.96, 'start': 3548.92, 'text': '되는데 얘 고양이로 판단했네. 네.'},
  {'duration': 3.359, 'start': 3550.48, 'text': '아무튼 요거 느낌 뭔지 아시겠죠?'},
  {'duration': 3.76, 'start': 3551.88, 'text': '이게 강아지 많이 하고 고양이 많이'},
  {'duration': 3.681, 'start': 3553.839, 'text': '하면은 강아지 넣으면 강아지로 나오는'},
  {'duration': 3.52, 'start': 3555.64, 'text': '거. 데이터를 세 배를 늘리니까 아주'},
  {'duration': 3.799, 'start': 3557.52, 'text': '정확해졌어요. 99% 확률로'},
  {'duration': 4.08, 'start': 3559.16, 'text': '강아지다라고 AI 모델이 판단해 주고'},
  {'duration': 3.321, 'start': 3561.319, 'text': '있죠. 그다음에 이거를 직접 내'},
  {'duration': 3.24, 'start': 3563.24, 'text': '사이트에서 활용할 수가 있습니다.'},
  {'duration': 3.04, 'start': 3564.64, 'text': '모델 내보내기를 하면 모델 다운받을'},
  {'duration': 2.639, 'start': 3566.48, 'text': '수도 있거든요. 업로드를 해'},
  {'duration': 2.8, 'start': 3567.68, 'text': '보겠습니다. 그럼 얘가 클라우드도'},
  {'duration': 3.121, 'start': 3569.119, 'text': '제공해 줘요. 그래서 요거 어'},
  {'duration': 3.319, 'start': 3570.48, 'text': '클라우드의 모델이 올라왔고요. 그럼요'},
  {'duration': 5.04, 'start': 3572.24, 'text': '주소로 있는 거죠. 얘를 복사해'},
  {'duration': 6.56, 'start': 3573.799, 'text': '가지고 강아지 고양이 구분하는 모델을'},
  {'duration': 5.72, 'start': 3577.28, 'text': '만들었어. 이거를 이용해서 동물상'},
  {'duration': 4.121, 'start': 3580.359, 'text': '테스트하는 사이트를 만들어 줘. 하고'},
  {'duration': 3.4, 'start': 3583.0, 'text': '이거 관련 코드를 제공해 주면'},
  {'duration': 3.8, 'start': 3584.48, 'text': '되겠죠? 이렇게 하고 샘플 코드를'},
  {'duration': 4.32, 'start': 3586.4, 'text': '그냥 제공을 해 줍니다. 딱'},
  {'duration': 3.759, 'start': 3588.28, 'text': '입력하면은 스철 머신 모델 활용해서'},
  {'duration': 3.24, 'start': 3590.72, 'text': '재밌는 테스트 페이지 만들어'},
  {'duration': 3.241, 'start': 3592.039, 'text': '드릴게요라고 나오죠. 어 만들고'},
  {'duration': 3.56, 'start': 3593.96, 'text': '있어요. 알아서.네 네, 만들고'},
  {'duration': 3.92, 'start': 3595.28, 'text': '있고요. 깃 커밋까지 지금 수행하고'},
  {'duration': 3.92, 'start': 3597.52, 'text': '있고요. 어, 됐습니다. 어,'},
  {'duration': 3.76, 'start': 3599.2, 'text': '완성되어 배포되었습니다. 오,'},
  {'duration': 3.2, 'start': 3601.44, 'text': '들어가서 여기 동물상 테스트가'},
  {'duration': 3.359, 'start': 3602.96, 'text': '생겼어요. 링크 눌러 보면 와,'},
  {'duration': 4.199, 'start': 3604.64, 'text': '동물상 확인해 보세요. 아, 카메라'},
  {'duration': 6.8, 'start': 3606.319, 'text': '이거 안 되는데. 카메라로 연결하지'},
  {'duration': 5.801, 'start': 3608.839, 'text': '말고 파일 받아서 그걸로 판단하도록'},
  {'duration': 3.361, 'start': 3613.119, 'text': '만들어. 네. 요렇게 하면 됩니다.'},
  {'duration': 4.24, 'start': 3614.64, 'text': '와, 이게 너무 쉬워졌죠? 이제는 뭐'},
  {'duration': 4.72, 'start': 3616.48, 'text': '인풋 만들고 뭐 사진 이런 거 필요가'},
  {'duration': 4.12, 'start': 3618.88, 'text': '없어요. 네, 완료됐고 사진 선택하게'},
  {'duration': 3.599, 'start': 3621.2, 'text': '생겼어요. 그러면 이제 와,'},
  {'duration': 5.48, 'start': 3623.0, 'text': '됐습니다. 사진 업로드해서 확인해'},
  {'duration': 6.56, 'start': 3624.799, 'text': '보세요. 강아지 싹 입력하면은 오,'},
  {'duration': 5.28, 'start': 3628.48, 'text': '강아지 입력하니까 강아지상 95.8%'},
  {'duration': 3.641, 'start': 3631.359, 'text': '일치 정확하죠?네 요런 식으로 만들어'},
  {'duration': 3.24, 'start': 3633.76, 'text': '볼 수가 있겠습니다. 네. 자,'},
  {'duration': 3.599, 'start': 3635.0, 'text': '아무튼 동물상 테스트 이런 식으로'},
  {'duration': 3.359, 'start': 3637.0, 'text': '만들어 볼 수 있겠습니다. 이렇게'},
  {'duration': 3.44, 'start': 3638.599, 'text': '간단하게 그냥 모든 서비스, 외부'},
  {'duration': 3.321, 'start': 3640.359, 'text': '서비스 갖다 쓴다 하면은 그냥 이거'},
  {'duration': 3.401, 'start': 3642.039, 'text': '가이드 있으면 가이드 붙여 놓고 이거'},
  {'duration': 3.76, 'start': 3643.68, 'text': '만들어 줘 하면 만들어 줍니다. 네,'},
  {'duration': 3.159, 'start': 3645.44, 'text': '이제 가장 중요한게 또 남았죠. 네,'},
  {'duration': 3.28, 'start': 3647.44, 'text': '수익화를 해 보겠습니다. 네,'},
  {'duration': 3.601, 'start': 3648.599, 'text': '수익화는 뭘 할 거냐? 네. 수익화는'},
  {'duration': 3.52, 'start': 3650.72, 'text': '크게 두 가지 방법이 있습니다.'},
  {'duration': 3.839, 'start': 3652.2, 'text': '광고가 있고요. 뭐 결제받는게'},
  {'duration': 4.28, 'start': 3654.24, 'text': '있습니다. 그중에서 이번에는 이번'},
  {'duration': 4.201, 'start': 3656.039, 'text': '1주차니까 좀 가볍게 광고 붙이는게'},
  {'duration': 3.279, 'start': 3658.52, 'text': '좀 더 쉽거든요. 그래서 광고를'},
  {'duration': 3.64, 'start': 3660.24, 'text': '붙이고 어 다음에 이제 5주 과정'},
  {'duration': 4.32, 'start': 3661.799, 'text': '완성 때는 이제 결제까지 다 붙여서'},
  {'duration': 3.36, 'start': 3663.88, 'text': '폴라로 구독하는 거 뭐 개별 결제하는'},
  {'duration': 2.881, 'start': 3666.119, 'text': '거 이런 거 싹 다 구현해 볼'},
  {'duration': 4.0, 'start': 3667.24, 'text': '예정입니다. 오늘 이번 시간에는'},
  {'duration': 4.16, 'start': 3669.0, 'text': '에드센스 광고를 붙이는 걸 구현을 해'},
  {'duration': 3.64, 'start': 3671.24, 'text': '보도록 하겠습니다. 근데 에드센스가'},
  {'duration': 4.04, 'start': 3673.16, 'text': '뭐냐? 구글의 어떤 제품군입니다.'},
  {'duration': 4.52, 'start': 3674.88, 'text': '웹사이트 같은데 만들면은 거기 블로그'},
  {'duration': 3.839, 'start': 3677.2, 'text': '같은 거 만들면 거기에 광고를 붙일'},
  {'duration': 3.719, 'start': 3679.4, 'text': '수 있는 도구입니다. 직접요 사이트'},
  {'duration': 4.0, 'start': 3681.039, 'text': '들어가 보면 콘텐츠를 만드세요. 수익'},
  {'duration': 3.521, 'start': 3683.119, 'text': '창출은 구글에게 맡기세요. 구글에서'},
  {'duration': 3.0, 'start': 3685.039, 'text': '이제 광고를 대신 붙여 주는'},
  {'duration': 3.04, 'start': 3686.64, 'text': '서비스입니다. 예를 들어 저희가'},
  {'duration': 2.961, 'start': 3688.039, 'text': '사이트 만들었잖아요. 사실 에드센스'},
  {'duration': 3.24, 'start': 3689.68, 'text': '안 붙여도 되긴 합니다. 어떻게'},
  {'duration': 3.559, 'start': 3691.0, 'text': '하냐면 그냥 별도로 여기 광고 배너를'},
  {'duration': 3.399, 'start': 3692.92, 'text': '만들어요. 자, 여기에 광고주'},
  {'duration': 3.961, 'start': 3694.559, 'text': '모집합니다라고 할 수 있겠죠? 그래서'},
  {'duration': 4.24, 'start': 3696.319, 'text': '연락을 받으면은 여기 배너 광고 이거'},
  {'duration': 3.559, 'start': 3698.52, 'text': '30만 원 월 30해 드립니다. 해서'},
  {'duration': 3.48, 'start': 3700.559, 'text': '계약할 수도 있겠죠? 이거는 좀'},
  {'duration': 4.121, 'start': 3702.079, 'text': '직거래 방식이잖아요. 아,이 배너만'},
  {'duration': 3.841, 'start': 3704.039, 'text': '만들어 놓으면 알아서 광고를 막 붙여'},
  {'duration': 3.52, 'start': 3706.2, 'text': '줬으면 좋겠다라고 생각이 들 수가'},
  {'duration': 3.239, 'start': 3707.88, 'text': '있잖아요. 그걸 해 주는 서비스가'},
  {'duration': 3.76, 'start': 3709.72, 'text': '구글 에드센스입니다. 그래서'},
  {'duration': 3.881, 'start': 3711.119, 'text': '에드센스로 배너를 붙여 놓으면 알아서'},
  {'duration': 3.599, 'start': 3713.48, 'text': '광고를 막 붙여 줍니다. 그래서 뭐'},
  {'duration': 3.839, 'start': 3715.0, 'text': '구조를 조금 소개해 드리면 광고주가'},
  {'duration': 3.441, 'start': 3717.079, 'text': '있으면 광고주가 1달러를 냅니다.'},
  {'duration': 3.24, 'start': 3718.839, 'text': '구글 에즈에 1달러를 주면은 구글'},
  {'duration': 3.079, 'start': 3720.52, 'text': '에즈 디스플레이 캠페인 뭐 이런 데서'},
  {'duration': 3.801, 'start': 3722.079, 'text': '15cm트를 가져갑니다. 그러면은'},
  {'duration': 4.561, 'start': 3723.599, 'text': '이제 85가 남죠. 요거를 이제 구글'},
  {'duration': 4.159, 'start': 3725.88, 'text': '에드센스가 받아 가지고 이제 광고를'},
  {'duration': 4.199, 'start': 3728.16, 'text': '배너 해 가지고 이렇게 뿌려주고 이걸'},
